200	3	3827
200	3	3851
200	4	3873
200	4	3897
200	4	3919
200	4	3943
200	3	3965
200	3	3988
200	3	4012
200	3	4034
200	2	4058
200	3	4080
200	1	4104
200	1	4126
200	4	4150
200	3	4172
200	4	4196
200	4	4218
200	1	4242
200	3	4264
200	4	4288
200	5	4311
200	5	4333
200	3	4357
200	4	4379
200	3	4403
200	4	4425
200	4	4448
200	4	4471
200	4	4494
200	5	4517
200	5	4540
200	4	4562
200	5	4586
200	6	4609
200	6	4631
200	4	4655
200	5	4677
200	6	4700
200	6	4723
200	6	4746
200	5	4768
200	6	4792
200	2	4814
200	6	4837
200	5	4860
200	4	4883
200	2	4907
200	5	4929
200	7	4952
200	7	4975
200	7	4998
200	7	5020
200	7	5043
200	4	5066
200	7	5089
200	8	5111
200	7	5134
200	7	5157
200	6	5180
200	7	5202
200	8	5225
200	7	5248
200	7	5271
200	8	5294
200	8	5316
200	8	5339
200	8	5361
200	8	5385
200	8	5407
200	8	5430
200	8	5452
200	9	5475
200	7	5497
200	8	5521
200	8	5543
200	9	5566
200	9	5588
200	9	5611
200	7	5635
200	8	5657
200	8	5680
200	9	5702
200	10	5725
200	9	5747
200	10	5770
200	9	5792
200	10	5816
200	10	5838
200	9	5861
200	9	5883
200	10	5906
200	7	5928
200	9	5951
200	10	5974
200	10	5997
200	10	6020
200	10	6042
200	10	6065
200	11	6087
200	10	6110
200	10	6132
200	10	6155
200	11	6177
200	11	6200
200	11	6223
200	7	6246
200	11	6268
200	11	6291
200	11	6313
200	12	6336
200	11	6359
200	10	6381
200	11	6404
200	11	6426
200	11	6449
200	12	6471
200	13	6494
200	12	6516
200	10	6539
200	13	6561
200	10	6584
200	13	6606
200	14	6629
200	14	6651
200	13	6674
200	13	6696
200	14	6719
200	13	6742
200	14	6764
200	14	6787
200	14	6808
200	14	6831
200	11	6853
200	13	6876
200	14	6898
200	14	6921
200	14	6943
200	15	6966
200	14	6988
200	15	7011
200	16	7032
200	14	7055
200	14	7077
200	15	7100
200	16	7122
200	15	7145
200	12	7168
200	16	7189
200	16	7212
200	17	7234
200	16	7257
200	16	7278
200	18	7301
200	19	7323
200	18	7345
200	19	7367
200	19	7390
200	13	7412
200	19	7434
200	19	7456
200	18	7478
200	19	7500
200	20	7523
200	20	7544
200	20	7567
200	20	7588
200	20	7611
200	19	7632
200	18	7655
200	19	7677
200	18	7699
200	17	7721
200	20	7744
200	21	7766
200	22	7788
200	22	7810
200	22	7832
200	22	7854
200	14	7876
200	16	7899
200	20	7920
200	21	7943
200	22	7964
200	22	7987
200	22	8008
200	23	8030
200	24	8052
200	23	8074
200	23	8096
200	20	8118
200	22	8140
200	23	8162
200	24	8183
200	24	8206
200	25	8227
200	25	8249
200	23	8271
200	26	8293
200	25	8314
200	25	8336
200	27	8358
200	27	8380
200	27	8401
200	27	8423
200	8	8445
200	14	8468
200	27	8489
200	28	8512
200	28	8534
200	28	8555
200	18	8577
200	19	8599
200	27	8621
200	28	8642
200	29	8664
200	27	8685
200	27	8709
200	27	8729
200	27	8750
200	27	8770
200	27	8792
200	27	8812
200	27	8833
200	27	8855
200	20	8878
200	4	8900
200	26	8923
200	26	8945
200	26	8966
200	26	8987
200	26	9008
200	26	9028
200	26	9049
200	26	9069
200	26	9093
200	26	9113
200	26	9134
200	26	9154
200	26	9175
200	26	9195
200	26	9216
200	26	9239
200	26	9260
200	26	9280
200	26	9300
200	26	9321
200	26	9341
200	26	9362
200	26	9385
200	26	9409
200	26	9433
200	26	9455
200	26	9479
200	26	9502
200	26	9526
200	26	9549
200	26	9572
200	26	9595
200	26	9619
200	26	9643
200	26	9666
200	26	9689
200	26	9712
200	26	9736
200	26	9759
200	26	9783
200	26	9805
200	26	9829
200	26	9852
200	26	9876
200	26	9900
200	26	9923
200	26	9946
200	26	9969
200	26	9990
200	26	10010
200	26	10031
200	26	10051
200	26	10073
200	26	10093
200	26	10117
200	26	10137
200	26	10158
200	26	10178
200	26	10199
200	26	10219
200	26	10240
200	26	10263
200	26	10284
200	26	10304
200	26	10324
200	26	10345
200	26	10365
200	26	10387
200	26	10409
200	26	10431
200	26	10451
200	26	10472
200	26	10492
200	26	10513
200	26	10533
200	26	10557
200	26	10577
200	26	10598
200	26	10618
200	26	10639
200	26	10659
200	26	10681
200	26	10703
200	26	10724
200	26	10745
200	26	10766
200	26	10786
200	26	10807
200	26	10827
200	26	10851
200	26	10871
200	26	10892
200	26	10912
200	26	10933
200	26	10953
200	26	10974
200	26	10997
200	26	11018
200	26	11039
200	26	11060
200	26	11080
200	26	11101
200	26	11121
200	26	11145
200	26	11165
200	26	11186
200	26	11206
200	2	11227
200	2	11247
200	2	11268
200	2	11291
200	2	11312
200	2	11332
200	2	11353
200	2	11373
200	2	11394
200	2	11414
200	2	11438
200	2	11458
200	2	11479
200	2	11499
200	2	11520
200	2	11541
200	2	11561
200	2	11584
200	2	11604
200	2	11625
200	2	11646
200	2	11667
200	2	11687
200	2	11708
200	2	11731
200	2	11752
200	2	11772
200	2	11793
200	2	11813
200	2	11834
200	2	11854
200	2	11878
200	2	11898
200	2	11919
200	2	11939
200	2	11960
200	2	11980
200	2	12001
200	2	12024
200	2	12045
200	2	12065
200	2	12086
200	2	12106
200	2	12127
200	2	12147
200	2	12171
200	2	12191
200	2	12212
200	2	12232
200	2	12253
200	2	12273
200	2	12294
200	2	12317
200	2	12338
200	2	12358
200	2	12379
200	2	12399
200	2	12420
200	2	12441
200	2	12464
200	2	12484
200	2	12505
200	2	12526
200	2	12547
200	2	12567
200	2	12588
200	2	12611
200	2	12632
200	2	12652
200	2	12673
200	2	12693
200	2	12713
200	2	12734
200	2	12758
200	2	12778
200	2	12798
200	2	12819
200	2	12839
200	2	12860
200	2	12880
200	2	12904
200	2	12924
200	2	12945
200	2	12965
200	2	12986
200	2	13006
200	2	13027
200	2	13050
200	2	13071
200	2	13091
200	2	13112
200	2	13132
200	2	13153
200	2	13173
200	2	13197
200	2	13217
200	2	13238
200	2	13258
200	2	13279
200	2	13299
200	2	13320
200	2	13343
200	2	13364
200	2	13384
200	2	13405
200	2	13426
200	2	13447
200	2	13467
200	2	13490
200	2	13511
200	2	13532
200	2	13552
200	2	13573
200	2	13593
200	2	13614
200	2	13637
200	2	13658
200	2	13678
200	2	13699
200	2	13719
200	2	13740
200	2	13760
200	2	13784
200	2	13804
200	2	13825
200	2	13845
200	2	13865
200	2	13886
200	2	13906
200	2	13930
200	2	13950
200	2	13971
200	2	13991
200	2	14012
200	2	14032
200	2	14053
200	2	14076
200	2	14097
200	2	14117
200	2	14138
200	2	14158
200	2	14179
200	2	14199
200	2	14223
200	2	14243
200	2	14264
200	2	14284
200	2	14305
200	2	14326
200	2	14347
200	2	14369
200	2	14390
200	2	14411
200	2	14432
200	2	14452
200	2	14473
200	2	14493
200	2	14517
200	2	14537
200	2	14558
200	2	14578
200	2	14599
200	2	14619
200	2	14640
200	2	14663
200	2	14684
200	2	14704
200	2	14725
200	2	14745
200	2	14766
200	2	14786
200	2	14810
200	2	14830
200	2	14851
200	2	14871
200	2	14892
200	2	14912
200	2	14932
200	2	14956
200	2	14977
200	2	14997
200	2	15017
200	2	15038
200	2	15058
200	2	15079
200	2	15102
200	2	15123
200	2	15143
150	2	15164
150	2	15184
150	2	15206
150	2	15226
150	2	15249
150	2	15269
150	2	15291
150	2	15311
150	2	15332
150	2	15352
150	2	15373
150	2	15396
150	2	15417
150	2	15437
150	2	15458
150	2	15478
150	2	15499
150	2	15519
150	2	15543
150	2	15563
150	2	15584
150	2	15604
150	2	15625
150	2	15645
150	2	15666
150	2	15689
150	2	15710
150	2	15730
150	2	15751
150	2	15771
150	2	15792
150	2	15812
150	2	15836
150	2	15856
150	2	15877
150	2	15897
150	2	15918
150	2	15938
150	2	15959
150	2	15982
150	2	16006
150	2	16029
150	32	16051
150	32	16072
150	31	16094
150	31	16115
150	30	16137
150	30	16158
150	30	16180
150	30	16201
150	29	16223
150	28	16244
150	28	16266
150	28	16287
150	28	16311
150	25	16333
150	27	16355
150	28	16376
150	27	16398
150	27	16419
150	27	16442
150	26	16463
150	25	16485
150	23	16507
150	25	16529
150	25	16550
150	24	16573
150	23	16594
150	23	16616
150	23	16638
150	24	16660
150	23	16683
150	22	16704
150	22	16727
150	24	16748
150	21	16771
150	22	16792
150	22	16815
150	22	16836
150	21	16859
150	21	16880
150	21	16903
150	20	16924
150	20	16947
150	18	16969
150	15	16991
150	19	17013
150	19	17036
150	13	17058
150	18	17080
150	18	17102
150	17	17125
150	17	17147
150	18	17169
150	17	17191
150	16	17214
150	16	17236
150	16	17259
150	10	17282
150	15	17304
150	15	17326
150	12	17349
150	14	17371
150	13	17393
150	12	17417
150	12	17439
150	11	17462
150	11	17484
150	11	17507
150	11	17529
150	10	17552
150	9	17574
150	8	17598
150	9	17620
150	9	17643
150	6	17666
150	6	17689
150	6	17712
150	5	17734
150	4	17758
150	4	17780
150	5	17804
150	5	17826
150	4	17849
150	3	17872
150	3	17895
150	4	17918
150	4	17941
150	1	17965
150	1	17988
150	3	18011
150	3	18034
150	4	18057
150	4	18079
150	4	18103
150	4	18125
150	4	18149
150	3	18171
150	1	18195
150	1	18219
150	3	18241
150	4	18265
150	3	18287
150	4	18311
150	4	18333
150	4	18356
150	4	18379
150	4	18402
150	4	18425
150	1	18449
150	3	18471
150	3	18495
150	4	18518
150	3	18541
150	4	18564
150	4	18586
150	4	18610
150	4	18632
150	4	18656
150	4	18678
150	3	18702
150	3	18724
150	4	18748
150	4	18770
150	4	18794
150	3	18817
150	2	18840
150	3	18863
150	3	18886
150	2	18909
150	3	18932
150	4	18955
150	3	18978
150	2	19001
150	3	19024
150	3	19047
150	3	19070
150	4	19093
150	4	19117
150	3	19139
150	3	19163
150	2	19185
150	3	19209
150	3	19231
150	4	19255
150	4	19277
150	4	19301
150	4	19323
150	4	19346
150	3	19369
150	3	19392
150	3	19416
150	3	19438
150	3	19462
150	1	19485
150	2	19508
150	3	19531
150	3	19554
150	4	19577
150	4	19600
150	4	19623
150	4	19646
150	4	19668
150	3	19692
150	3	19716
150	3	19738
150	2	19762
150	2	19784
150	2	19808
150	2	19830
150	2	19854
150	3	19876
150	3	19900
150	3	19922
150	2	19946
150	2	19969
150	3	19992
150	3	20015
